A0A0B3AEG8	7.662835249042145	35.76681992337165	30.27
A0A0B3ALV1	95.75070821529745	94.44764872521246	97.31
A0A0B3APE8	60.69651741293532	75.20900497512437	80.88
A0A0B3AQQ3	40.604026845637584	59.64197986577181	61.39
A0A151E7W9	98.09523809523809	95.6403492063492	97.38
A0A1J4XUF4	41.66666666666667	64.57318181818182	56.81
A0A1J4XW79	90.73756432246999	87.03579759862778	90.62
A0A1S6H734	96.69966996699671	92.83234323432343	95.56
A0A256YM55	89.47368421052632	86.17631578947369	90.38
A0A2D6LH85	95.45454545454545	91.92921052631579	95.25
A0A2D6LHE5	98.83040935672514	93.16035087719298	95.315
A0A2D6ND33	91.03641456582633	91.04347338935574	96.94
A0A2D6PC46	98.07073954983923	94.96041800643087	97.0
A0A2D6RK96	99.6742671009772	95.5886970684039	97.38
A0A2D6SP48	47.61904761904761	69.14111111111112	62.765
A0A2D6W4H9	97.22222222222221	95.06410493827161	97.06
A0A2G9MKP3	98.49849849849849	95.26792792792793	97.19
A0A2G9MME0	91.55313351498637	89.83468664850136	95.94
A0A2G9N4J6	96.83544303797468	95.32544303797468	97.59
A0A2G9PML5	42.42424242424242	64.16015151515151	56.295
A0A2H9PKS7	98.79518072289156	95.87153614457831	97.38
A0A2J6H268	99.36708860759494	95.67300632911392	97.5
A0A3A4ULL4	100.0	95.8336013986014	97.25
A0A3M1FDZ6	99.69418960244649	95.88571865443426	97.44
A0A3M1JES9	99.36507936507937	95.85012698412699	96.94
A0A3M1NH49	99.0909090909091	94.4429090909091	96.78
A0A419FT55	96.73590504451039	94.43821958456974	97.12
A0A5Q0UHZ6	68.98047722342733	75.7768546637744	79.31
A0A662F4A7	91.64265129682997	91.21296829971182	95.75
A0A662FB52	98.47560975609755	95.32649390243903	97.25
A0A662FEU5	97.8978978978979	95.15684684684685	97.5
A0A662FLV9	97.10743801652893	90.03880165289256	91.345
A0A7C5HGT6	99.36305732484077	96.03461783439491	97.44
A0A7J2I1X7	93.7007874015748	87.93714566929134	91.06
A0A7J2Y9L4	86.20689655172413	82.33672413793103	86.125
A0A7J3XEK6	90.28697571743929	82.6644591611479	85.5
A0A7J4HU24	95.75070821529745	94.3071104815864	97.25
A0A7J4I014	98.55072463768117	94.18507246376812	95.06
A0A7J4I0C1	90.93333333333334	91.09722666666667	97.06
A0A7J4I0X7	0.9615384615384616	40.06490384615385	36.67
A0A7J4I1E2	86.51685393258427	83.41554307116105	87.31
A0A7J4I1M7	35.810810810810814	63.719054054054055	63.815
A0A7J4I333	8.045977011494253	35.284521072796935	29.25
A0A7J4I3F4	74.6268656716418	82.1610447761194	94.38
A0A7J4I425	23.943661971830984	63.35056338028169	63.91
A0A7J4I4G8	79.76190476190477	84.27541666666667	94.47
A0A7J4I5A3	43.95973154362416	60.40758389261745	62.75
A0A7J4I5E1	49.29577464788733	67.49239436619719	69.44
A0A7J4I5Q2	0.0	34.94017241379311	34.425
A0A7J4I657	61.53846153846154	76.85476923076924	85.47
A0A7J4I6A1	57.692307692307686	71.61134615384616	76.69
A0A7J4I6F7	0.0	30.572208955223882	28.11
A0A7J4I6N9	0.0	44.54397590361446	42.09
A0A7J4I6V3	97.07446808510637	91.83648936170212	95.125
A0A7J4I791	95.05813953488372	91.13075581395348	94.875
A0A7J4I7F0	0.0	29.0628125	28.055
A0A7J4I7L4	64.17910447761194	76.75776119402985	80.06
A0A7J4I7S4	85.48387096774194	82.27064516129032	87.19
A0A7J4I7W9	93.33333333333333	91.51742857142857	96.19
A0A7J4I926	0.0	41.573292682926834	41.81
A0A7J4I983	0.0	31.881805555555555	31.259999999999998
A0A7J4I9J5	25.190839694656486	51.394351145038165	52.03
A0A7J4I9S7	77.77777777777779	78.13259259259259	82.875
A0A7J4IAI2	0.0	54.7579104477612	55.25
A0A7J4IAT6	93.69158878504673	90.16964953271028	93.72
A0A7J4IB74	94.70588235294117	89.86770588235294	95.845
A0A7J4IBW3	86.522462562396	84.25540765391015	88.69
A0A7J4ID98	91.5807560137457	88.50269759450173	92.69
A0A7J4IDV1	48.1651376146789	64.27426605504587	68.31
A0A7J4IEW5	37.66233766233766	58.63454545454545	57.56
A0A7J4IK41	75.49668874172185	84.82880794701987	95.19
A0A7J4IKG8	16.666666666666664	57.35541666666666	55.685
A0A7J4IKZ7	15.92039800995025	59.874328358208956	60.97
A0A7J4IMM1	42.517814726840854	58.649833729216155	53.72
A0A7J4INS7	97.6608187134503	93.18014619883041	95.75
A0A7J4IQW1	0.0	39.79535714285714	35.47
A0A7J4IRQ3	43.609022556390975	67.23225563909774	58.47
A0A7J4J2F7	63.48547717842323	73.74570539419088	76.28
A0A7J4J3L4	96.67590027700831	93.787783933518	97.0
A0A7J4L726	98.01980198019803	93.6023102310231	96.0
A0A7J4LQJ9	6.513409961685824	34.07827586206896	29.3
A0A7J4LT28	81.54761904761905	86.08875	94.06
A0A7J4LUC8	0.0	42.02123376623376	40.875
A0A7J4MPA3	96.78362573099415	94.70649122807018	96.88
A0A7J4Q9J2	95.32163742690058	94.42511695906433	96.94
A0A7J4QG69	97.3913043478261	92.20115942028986	94.75
A0A7J4R9M5	41.66666666666667	64.4789393939394	57.86
A0A7J4TAH9	49.46236559139785	62.56252688172043	69.03
A0A7J4TFJ1	95.38904899135446	93.53988472622478	97.25
A0A7J4TT91	98.0	93.1464	96.375
A0A7J4TU84	90.93333333333334	91.218	97.0
A0A7J4TV51	0.0	29.5486387434555	28.12
A0A7J4TX64	48.09688581314879	65.20685121107266	68.94
A0A7J4U9E0	97.65395894428153	94.34340175953079	97.0
A0A7J4UGV3	96.78362573099415	94.7761403508772	96.97
A0A7J4V373	97.6608187134503	93.50108187134504	95.88
A0A7J4V647	51.24653739612188	63.98146814404432	71.31
A0A7J4V6P8	97.54601226993866	92.27828220858896	94.38
A0A7W1TR24	39.08045977011494	66.08793103448276	67.12
A0A842NR96	95.4954954954955	94.02894894894895	97.0
A0A842UTG7	99.39577039274926	96.1662839879154	97.62
A0A842VAA7	96.29629629629629	94.47725308641975	96.94
A0A842W926	99.04153354632588	95.27271565495208	96.88
A0A842WDS0	99.3975903614458	96.26635542168675	97.62
A0A0B3AR45	70.0	70.0	70.0
A0A842UVW4	70.0	70.0	70.0
